INPUT,English
LBL_EDIT_COMPANY,Edit QC Company
LBL_QC_COMPANY,Qc company 
LBL_BUSINESS,Business Line
MSG_CANNOT_ADDSUPPLIER,Cannot add supplier
SAVE_RESULT,Save result
SAVE_OK,Supplier is saved successfully!
SAVE_FACT,Factory is saved successfully!
SAVE_INS_COMPANY,Inspection company is saved successfully!
MSG_CURRENTSUPP_NOTFOUND,Cannot find current supplier
MSG_CANNOTMAPREQUEST,Cannot map request
MSG_NAME_REQ,Name is required
MSG_TYPE_REQ,Type is required
MSG_STATUS_REQ,Status is required
MSG_UNKNONW_ERROR,Unknown error has occured
MSG_PRO_REQ,Profile is required
LBL_SAVE,Save
MSG_EMAIL_EMAIL,Email is not valid
LBL_ADDRESS,Address
LBL_ZIPCODE,Zip Code
LBL_COUNTRY,Country
LBL_REGION,Province
LBL_CITY,City
LBL_COUNTY,County
LBL_TOWN,Town
LBL_ADD,Add
LBL_SELECT,Select
LBL_CUSTOMER,Select Organization
LBL_JOBTITLE,Job Title
LBL_CUSTOMERS,Customers
LBL_PROFILE,Profile
LBL_REMOVE,Remove
LBL_NEWSUPP,New Supplier
LBL_SELECTSUPP,Select Supplier
LBL_OFFICETYPE,Office Type
LBL_CUSTCODE,Code
MSG_EMAIL_REQ,Email is required
MSG_CONTACT_REQ,Contact person name is required
LBL_LONGITUDE,Longitude
LBL_LATITUDE,Latitude
LBL_LOCALLANGUAGEADR,Regional language address
MSG_ADRHEAD_REQ,"Head Office is required, Only one is allowed"
MSG_COUNTRY_REQ,Country is required
MSG_REGION_REQ,Province is required
MSG_CITY_REQ,City is required
MSG_COUNTY_REQ,County is required
MSG_TOWN_REQ,Town is required
MSG_OFFICE_REQ,Office Type is required
MSG_ZIPCODE_REQ,Zip Code is required
MSG_ADDRESS_REQ,Address is required
MSG_LOCALLANG_REQ,Regional language is required
MSG_CUSTOMER_REQ,No customers are selected
MSG_OFFICETYPE_REQ,Cannot have multiple Head Office
MSG_HEADOFFICE_REQ,Head Office address required
MSG_API_SERVICE_ID_SAME,Fullbridge Services configured for the supplier and supplier contacts should be same
MSG_CONTACTNAME_REQ,Contact Name is required
MSG_CONTACTEMAIL_REQ,Contact email is required
MSG_CUSTOMERS_REQ,Select Organization is required
MSG_CONTACTEMAIL_EMAIL,Email is not valid
MSG_SUPPLIERPARENT_REQ,Supplier is required
MSG_SUPPLIER_EXISTS,Cannot save supplier because it exists in database
MSG_CUSTOMERSNOTSELECTED_REQ,Some customers associated to contact are not selected
MSG_PHONE_REQ,Phone is required
LBL_API_LINK_CREDENTIALS,Fullbridge link Credentials
LBL_SHOW_CREDENTIALS,Show Credentials
LBL_DO_YOU_WANT_TO_CREATE_USER_CREDENTIALS,Do you want to create user credentials?
LBL_USER_CREDENTIALS,User Credentials
LBL_USER_NAME,Username
LBL_PASSWORD,Password
LBL_LOADING_USER_CREDENTIALS,Loading User Credentials...
LBL__ATLEAST_ONE_CONTACT_MANDATORY,one contact mandatory
LBL_SUB_DETAIL,Sub details
MSG_CONTACT_EXIST,Duplicate Email found for the contact. {0}
MSG_CODE_EXIST,Vendor Code exists for {0}
LBL_DOCUMENT,Documents
LBL_FILE_UPLOAD,File Upload
LBL_CATEGORY,Category
LBL_FILE_DESCRIPTION,Description
LBL_PERIOD_FROM,Period From
LBL_PERIOD_TO,Period To
MSG_FILE_UPLOAD_REQ,Please upload file
MSG_FILE_CATEGORY_REQ,Please select file category
MSG_PERIOD_DATE_ALREADY,QC company already exist for the specified time range
MSG_QC_ALREADY_MAPPED,Qc company already mapped in date period
MSG_INVALID_DETAILS,Invalid Details
MSG_VENDOR_APP_PROGRESS,Vendor application’s status is in-progress.
MSG_VENDOR_NOT_INVITED,Vendor Not Invited
MSG_VENDOR_INVALID,Invalid Details
VENDOR_TITLE,Add vendor
MSG_EMAIL_EXISTS,Email already exists
MSG_EMAIL_INVALID,Email invalid
LBL_CREATE_SUPPLIER,Create Supplier (if factory same as supplier)
LBL_VENDOR_INVITE,Vendor Invite
TITLE,Office control
LBL_STAFF,Staff Name
LBL_SELECT,Select
LBL_OFFICE,Branch Office
MSG_SAVED,Office control is Updated for {0} 
MSG_NOT_SAVED,Cannot Update Office control for {0} 
MSG_TITLE,Office Control
MSG_ERROR_TITLE,Something went wrong !!!
MSG_TITLE_401,401 Unauthorized
MSG_MESSAGE_401,Your are not authorized to access to this page
MSG_TITLE_404,404 Not found
MSG_MESSAGE_404,This page does not exists
MSG_TITLE_GEN,Unknow Error
MSG_MESSAGE_GEN,This may due to long inactive period after login or Un Authorized Access. please try again
TITLE,Exchange Rate Register
LBL_TARGETCURRENCY,Target Currency
LBL_SELECT,Select
LBL_FROMDATE,From Date
LBL_TODATE,To Date
LBL_SEARCH,Search
MSG_CURRENCY_REQ,Target currency is required
MSG_FROMDATE_REQ,Start date is required
MSG_FROMDATE_DATE,Start date is not valid
MSG_TODATE_REQ,End date is required
MSG_TODATE_DATE,End date is not valid
LBL_TYPE,Type
MSG_TYPE_REQ,Exchange type is required
LBL_MONTH,Month
LBL_ADDCURRENCY,Add currency
LBL_SELECTCURRENCY,Select currency
LBL_CANCEL,Cancel
LBL_ADD,Add
LBL_ADDRATE,Add rate
MSG_STARTDATE_GERAT_ENDDATE,Start Date is great than End Date
MSG_ENDDATE_LESS_STARTDATE,End Date is less than Start Date
LBL_COPY,Copy
LBL_SAVE,Save
MSG_REPEATED_ROWS,"Some rows are repeated, remove repeated rows"
MSG_SAVED,Conversions are saved succeffully
TITLE,Exchange Rate Matrix
LBL_SELECTMONTH,Select month
LBL_EXPORT,Export
MSG_YEAR_REQ,Year is required
MSG_MONTH_REQ,Month is required
TITLE,Audit Booking
EDIT_TITLE,Audit Booking No : 
LBL_SELECT,Select
LBL_MAIN_DETAILS,Booking Reference Details
LBL_CUS,Customer
MSG_CUS_REQ,Customer is required
LBL_CUS_CONTACT,Customer Contact
MSG_CUS_CONTACT_REQ,Customer contact required
LBL_CUS_BRAND,Brand
MSG_CUS_BRAND_REQ,Brand is required
LBL_CUS_DEPARTMENT,Department
MSG_CUS_DEPARTMENT_REQ,Department is required
LBL_PO,PO Number
MSG_PO_REQ,Po number is required
LBL_CUS_SERVICETYPE,Service Type
MSG_CUS_SERVICETYPE_REQ,Service type is required
LBL_OFFICE,Office
LBL_OFFICE_ADDRESS,Office Address
LBL_CONTACT_INFO,Contact Details
LBL_BOOKING_RULE,Booking Rule
MSG_OFFICE_REQ,Office is required
LBL_SERVICE_FROMDATE,Service From Date
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
LBL_Service_TODATE,To Date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
LBL_SEASON,Season
MSG_SEASON_REQ,Season is required
LBL_SEASON_YEAR,Season Year
MSG_SEASONYEAR_REQ,Season year is required
LBL_EVALUATION,Evaluation Round
MSG_EVALUATION_REQ,Evaluation round is required
MSG_RESPONSIBLE,Audit Responsible is required
LBL_SUP,Supplier / Vendor
MSG_SUP_REQ,Supplier / Vendor is required
LBL_SUP_CONTACT,Supplier Contact
MSG_SUP_CONTACT_REQ,Supplier contact is required
LBL_FACT,Factory / Mill
MSG_FACT_REQ,Factory / Mill is required
LBL_FACT_CONTACT,Factory Contact
MSG_FACT_CONTACT_REQ,factory contact is required
LBL_FACT_Location,Factory Location
LBL_FACT_ADDRESS,Factory Address
LBL_FACT_REGIONAL_ADDRESS,Factory regional Address
LBL_PRODUCT_CATEGORY,Product Category
MSG_PORDUCT_CATEGORY,product category is required
LBL_PROCESS_TYPE,Process Type
MSG_PROCESS_TYPE_REQ,Process Type is Required
LBL_PRODUCTION_STATUS,Production Status
MSG_PRODUCTION_STATUS:REQ,Production Status is required
LBL_FACTORY_CREATION_DATE,Factory Creation Date
MSG_FACTORY_CREATION_DATE_REQ,Factory creation date is required
LBL_NO_OF_CUSTOMER,Customer
MSG_NO_OF_CUSTOMER_REQ,Number of customer required
LBL_NO_OF_SUPPLIER,Suppliers
MSG_NO_OF_SUPPLIER_REQ,Number of suppliers required
LBL_ANNUAL_PRODUCTION,Annual production (tonnage)
MSG_ANNUAL_PRODUCTION_REQ,Annual production required
LBL_POTENTIAL_MAX_CAPACITY,Maximum capacity
MSG_POTENTIAL_MAX_CAPACITY_REQ,Maximum Capacity is required
LBL_SURFACE_AREA,Site surface area
MSG_SURFACE_ARE_REQUIRED,Surface area is required
LBL_CUS_CAPACITY,% Of Customer Of Total Capacity
MSG_CUS_CAPACITY_REQ,% of Customer capacity required
LBL_POSSIBILITY_EXTENSION,Possibility of extension
MSG_POSSIBILITY_EXTENSION_REQ,Possibility of extension required
LBL_PRODUCT_TYPE_MANUFACTURE,Manufacture product types
MSG_PRODUCT_TYPE_MANUFACTURE_REQ,manufacture product type are required
LBL_PRODUCE_BRANDS,Brands produced
MSG_PRODUCE_BRANDS,Brands produced are mandatory
LBL_NO_SITES,Number Of Sites
MSG_NO_OF_SITES_REQ,Number of sites are required
LBL_OPEN_HOUR,Open Hour
MSG_OPEN_HOUR_REQ,Open Hour is required
LBL_ANNUAL_HOLIDAY,Annual Holidays
MSG_ANNUAL_HOLIDAY,Annual Holidays is required
LBL_STAFF_PRODUCTION,Production Staff
MSG_STAFF_PRODUCTION_REQ,Production staff number is required
LBL_STAFF_ADMIN,Admin staff
MSG_STAFF_ADMIN_REQ,Administrative staff is required
LBL_STAFF_QUALITY,Quality staff
MSG_STAFF_QUALITY_REQ,Quality staff numbers is required
LBL_STAFF_SALE,Sales staff
MSG_STAFF_SALE_REQ,Sales staff numbers required
LBL_STAFF_TOTAL,Total staff
MSG_STAFF_TOTAL_REQ,Total staff numbers required
LBL_INVESTMENT,Investments & Background
MSG_INVESTMENT_REQ,Investments & Background details are required
LBL_LIABILITY,"Public liability, loss insurance, etc."
MSG_LIABILITY_REQ,"Public liability, loss insurance details are required"
LBL_TRADE_ASSOCIATION,Industry or trade association
MSG_TRADE_ASSOCIATION_REQ,Industry or trade association details is required
LBL_ACCREDITATIONS,Accreditations (example: ISO 9001)
MSG_ACCREDITATIONS_REQ,Accreditations details required
LBL_DOC_DESC,Document Description
LBL_DOC_PATH,Document Upload
LBL_DOC_DOWNLOAD,Download
LBL_PROCESS_INFORMATION,Process Information
LBL_COMPANY_PROFILE,Company Profile
LBL_SUP_FACT_MILL,Supplier/Factory/Mill
LBL_TECHNICAL_DOC,Technical Document
LBL_SAVE,Save
LBL_RESET,Reset
LBL_RETURN,Return
LBL_CONFIRM,Confirm
LBL_APPLICANT_NAME,Applicant Name
MSG_REQ_APPLICANT_NAME,Applicant Name required
LBL_APPLICANT_EMAIL,Email
MSG_REQ_APPLICANT_EMAIL,Email required
MSG_REQ_APPLICANT_EMAIL_FORMAT,Email Format not correct
LBL_APPLICANT_PH,Tel No.
MSG_REQ_APPLICANT_PH,Applicant Phone number is required
LBL_BOOKING_COMMENT,Booking Comments
LBL_COMMENTS_ENTITY,Fullbridge Booking Comments
LBL_BOOKING_RULE_CONTACT,Booking Rule & Contact Info
LBL_INTERNAL_INFO,Internal Information
LBL_CONTACT_TO,To
LBL_CONTACT_CC,CC
LBL_CONTACT_TEL,Tel NO.
LBL_CONTACT_FAX,Fax NO.
LBL_REPORT_NO,Report NO.
LBL_INTERNAL_COMMENTS,Internal team Comments
LBL_Booking_Email,Booking Email Required
LBL_SUP_Code,Supplier Code
LBL_FACT_CODE,Factory Code
MSG_CANNOT_GET_CUSTOMER,Customer not configured
MSG_CANNOT_GET_CUSTOMER_CONTACT,Customer contacts are missing
MSG_CANNOT_GET_CUSTOMER_SERVICETYPE,Service type not configured
MSG_CANONT_GET_CUSTOMER_SEASON,Season not configured
MSG_CANNOT_GET_SUPPLIER,Supplier not configured
MSG_CANNOT_GET_SUPPLIER_CONTACT,Supplier contacts are missing
MSG_CANNOT_GET_FACTORY,Factory not configured
MSG_CANNOT_GET_FACTORY_CONTACT,Factory contacts are missing
MSG_CANNOT_GET_LOCATION,Location is not mapped
MSG_UNKNOWN_ERROR,Network error. Contact It-Team
MSG_NO_DATA,No Data
LBL_CUSTOMER_DETAILS,Customer Details
MSG_SAVE_SUCCESS,Audit details saved successfully
MSG_CANNOT_SAVE_AUDIT,Error : Audit cannot be saved
MSG_FORMAT_ERROR,Request format Error
LBL_UPLOAD,Upload
LBL_UPLOAD_FILE_NAME,File Name
LBL_DELETE,Delete
MSG_SAVE_SUCCESS_FILE_NOT_UPLOAD,Audit saved successfully and attachments are not saved
MSG_Data_Error,Data Error. Please Check with IT-Team
MSG_CANNOT_GET_BOOKINGRULE,Booking Rule not mapped
LBL_EMail_NOTIFICATION,Email Notification
MSG_NO_ITEM_FOUND,No Audit Found
MSG_AUDIT_NOT_UPDATED,Audit Details Not Updated
LBL_SCHEDULE,Audit Schedule
LBL_Auditor,Auditors
LBL_CS,CS
LBL_AUDIT_TYPE,Audit Type
MSG_REQ_AUDIT_TYPE,Audit type required
LBL_AUDIT_WORK_PROCESS,Audit Work Process
MSG_CANNOT_GET_BOOKING_INFO,Audit booking office contact details not maped
LBL_EDIT,Edit
LBL_NEXT,Next
LBL_PREVIEW,Preview
LBL_PREVIOUS,Previous
AUDIT_SUCCESS_TITLE1,Your audit booking has been
AUDIT_SUCCESS_TITLE2,successfully placed
AUDIT_SUCCESS_TITLE3,"For order status update, track your oder with order number "
AUDIT_NEWBOOKING,New Booking
AUDIT_ORDERTRACKING,Order Tracking
LBL_CUS_BOOKING_NO,Customer Booking No
LBL_AUDIT_RESPONSIBLE,Auditor Responsible
MSG_REQ_AUDITOR,Auditor is required
LBL_INSPECTION_COMPANY,Inspection Company
LBL_AUDIT_DATE,Audit Date
LBL_ADDITIONAL_INFORMATION,Additional Information
LBL_SERVICE_TYPE_VALIDATION,"If the report has been validated by QC, the service type cannot be changed"
LBL_SERVICE_TYPE_TEMPLATE_NOT_MACTECHED,Service Type Template is not Matched
MSG_DRAFT_SUCCESS,Booking drafted successfully
MSG_DRAFT_AUDIT_SAVE_FAILED,Booking drafted Failed
MSG_DRAFT_AUDIT_DELETE_SUCCESS,Drafted booking Deleted Successfully
TITLE,Audit Search
LBL_SEARCH,Search
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_STATUS,Status
LBL_OFFICE,Branch
LBL_SEARCHDATE_FROM,From
LBL_SEARCHDATE_TO,To
LBL_SELECT,Select
MSG_NO_DATA,No Data
LBL_DATETYPE,Date Type
LBL_SEARCHTYPE,Search Type
LBL_SEARCH_TYPE_DESC,Booking No/Report No/Po Number
LBL_SEARCH_BTN,Search
LBL_RESET,Reset
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be less than to date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
MSG_BOOKINGNO_ERROR,Booking Number should be numeric.
LBL_PONO,Po No
LBL_BOOKINGNO,Booking No
LBL_REPORTNO,Report Title
LBL_REPORT_TITLE,Report Title
LBL_SERVICEDATE_FROM,Service Date
LBL_SERVICEDATE_TO, Service Date To
LBL_SERVICETYPE,Service
LBL_CANCEL,Cancel
LBL_POSTPONE,ReSchedule
LBL_EDIT,Edit
MSG_NO_ITEM_FOUND,No Audit Found
LBL_EXPORT,Export
LBL_REPORT,Report
LBL_SCHEDULE,Schedule Auditors
LBL_QUOTSTATUS,Quotation status
LBL_BOOKING_CUS_NO,Booking#
LBL_FACTORY_COUNTRY,Factory Country
LBL_AUDITOR,Auditor
LBL_AUDIT_TYPE,Inspectoin Responsible
LBLTBL_AUDIT_TYPE,Inspectoin Responsible
LBL_INSPECTION_COMPANY,Inspectoin Company
LBL_AUDIT_RESPONSIBLE,Auditor Responsible
MSG_CONTACTNAME_REQ,Contact Name is required
LBL_ERROR,Error
MSG_BOOKING_NOT_FOUND,Booking not found
MSG_AUDITRESPPONSIBLE_NOT_CONFIGURE,Auditor is not configured
MSG_CONFIRM,Auditor allocated successfully
LBL_INSPECTION_RESPONSIBLE,Inspection Responsible
LBL_AUDIT_COMPANY,Inspection Company
LBL_CREATED_BY,Created By
LBL_APPLYDATE,Apply Date
TITLE_CANCEL,Audit Cancel
TITLE_RESCHEDULE,Audit Reschedule
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_REPORTNO,Report No
LBL_SERVICEDATE_FROM,Service Date From
LBL_SERVICEDATE_TO, Service Date To
LBL_SERVICETYPE,ServiceType
LBL_MAIN_DETAILS,Audit Details
LBL_PO,PO Number
LBL_SAVE,Save
LBL_RESET,Reset
LBL_RETURN,Return
LBL_REASON,Reason Type
LBL_SELECT,Select
MSG_NO_DATA,No Data
LBL_COMMENT,Comment
LBL_API_COMMENT,Internal Comment
LBL_CANCEL_RESCHEDULE_TIME,Time
LBL_TRAVELLING_EXPENSE,Travelling Expense
LBL_CURRENCY,Currency
LBL_EMAIL_TO_ACCOUNTING,Email Send to Account Department
LBL_SERVICE_FROMDATE,Service From Date
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
LBL_Service_TODATE,To Date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
MSG_REASON_TYPE,Reason type required
MSG_SAVE_SUCCESS,Audit cancelled successfully
MSG_SAVE_SUCCESS_RESCHEDULE,Audit rescheduled successfully
MSG_NO_ITEM_FOUND,No Audit Found
MSG_NOT_SAVED,Audit not Saved
MSG_REQUEST_NOT_CORRECT_FORMAT,Audit request not correct format
MSG_UNKNOWN_ERROR,Network error. Contact It-Team
MSG_CURRENCY_REQ,Currency is required
LBL_INFORMATION,Information
TITLE,Audit Report
LBL_MAIN_DETAILS,Audit Details
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_REPORTNO,Report No
LBL_SERVICEDATE_FROM,Service Date From
LBL_SERVICEDATE_TO, Service Date To
LBL_SERVICETYPE,ServiceType
LBL_PO,PO Number
LBL_SAVE,Save
LBL_RESET,Reset
LBL_RETURN,Return
LBL_SELECT,Select
MSG_NO_DATA,No Data
LBL_SERVICE_FROMDATE,Service From Date
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
LBL_Service_TODATE,To Date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
MSG_UNKNOWN_ERROR,Network error. Contact It-Team
LBL_INFORMATION,Information
LBL_AUDITORS,Auditors
MSG_AUDITORS_REQ,Auditors required
LBL_COMMENT,Comment
MSG_NO_ITEM_FOUND,No Audit Found
MSG_NOT_SAVED,Audit not Saved
MSG_REQUEST_NOT_CORRECT_FORMAT,Audit request not correct format
MSG_NO_AUDITOR,No Auditor Found
MSG_SAVE_SUCCESS,Audit report details saved successfully
MSG_SAVE_SUCCESS_FILE_NOT_UPLOAD,Audit report details saved successfully and Report is not saved
LBL_CUS_BOOKING_NO,Customer Booking No
MSG_SAVE_SUCCESS,Expense is successfully saved
MSG_COUNTRIES_NOUTFOUND,Countries are not founded
MSG_STAFF_NOUTFOUND,Current staff  is not founded
MSG_LOCATION_NOUTFOUND,Current location  is not founded
MSG_CURRENCY_NOUTFOUND,Currencies are not founded
MSG_TYPES_NOUTFOUND,Expense types are not founded
MSG_EXPENSE_NOUTFOUND,Current expense is not founded
EXPENSECLAIM_RESULT,Expense claim
TITLE,Expense claim
LBL_MAIN,Main Details
LBL_EMPLOYEE,Employee
LBL_CLAIMDATE,Claim Date
LBL_COUNTRY,Country
LBL_CLAIMTYPE,Claim Type
LBL_SELECT,Select
LBL_BRANCH,Office
LBL_CLAIMNO,Claim No
LBL_CLAIMSTATUS,Claim Status
LBL_EXPENSEPURPOSE, Expense Purpose
LBL_EXPENSECLAIMS,Expense Claims
LBL_EXPENSEDATE,Expense Date
LBL_EXPENSETYPE,Expense Type
LBL_RECEIPT,Receipt (Y/N)
LBL_STARTCITY,Start City
LBL_DESTCITY,Dest City
LBL_CURRENCY,Currency
LBL_ACTUALAMOUNT,Actual Amount
LBL_EXCHANGERATE,Exchange Rate
LBL_AMOUNT,Amount
LBL_DESC,Expense Desc. / remarks
LBL_YES,Yes
LBL_NO,No
LBL_TOTAL,Total Amount
LBL_ADD,Add
LBL_COPY,Copy
LBL_DELETE,Delete
LBL_RETURN,Return
LBL_SAVE,Save
MSG_COUNTRY_REQ,Country is required
MSG_EXPURPOSE_REQ,Expense purpose is required
MSG_EXDATE_REQ,Expense date is required
MSG_EXDATE_DATE,Expense Date has not valid date
MSG_EXTYPE_REQ,Expense type is required
MSG_CURRENCY_REQ,Currency is required
MSG_ACTAMOUNT_REQ,Actual amount is required
MSG_BOOKINGNO_REQ,Booking No is required
LBL_UPLOAD,Upload
LBL_FILES,Receipt files
MSG_REQUESTNOTCORRECT,Request is not correct
MSG_CURRENTCLAIM_NOTFOUND,Current Expense claim is not founded
MSG_EXPCLAIMLIST_STATUS,Status is updated
MSG_EXPCLAIM_ERROR_STATUS,Cannot update status
MSG_startCity_REQ,Start city is required
MSG_destCity_REQ,Destination city is required
MSG_FILESIZE_ERROR,File size should be less than 2 MB
MSG_FILEEXT_ERROR,File type not supported
LBL_APPROVE,APPROVE
LBL_CHECK,CHECK
LBL_PAY,PAY
LBL_REJECT,REJECT
LBL_CANCEL,CANCEL
LBL_BOOKING,Booking
LBL_BOOKINGNO,Booking No
LBL_SERVICEDATEFROM,Service Date From
LBL_SERVICEDATETO,Service Date To
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_SERVICETYPE,Service Type
MSG_CANNOT_GET,"Error: Cannot Get Details, please contact IT-Team"
MSG_CLAIMTYPE_REQ,Claim type is required
MSG_NO_BOOKING,there is no booking available with the selected claim type
MSG_NO_AUDITBOOKING,No Audit Bookings Found
MSG_NO_INSPECTIONBOOKING,No Inspection Bookings Found
MSG_ATLEAST_ONE_EXPENSE_CLAIM,One Expense claim data must to save the entry
MSG_CANNOT_SAVE_EXPENSE_OTHER_COMPANY,Explaim claim request cannot be made to the company which you dont belong to
TITLE,Organization Detail
LBL_MAIN,Main details
LBL_NAME,Organization Name
LBL_STARTDATE,Start Date
LBL_GROUP,Group
LBL_ABBR,Abbr
LBL_EMAIL,Email
LBL_WEBSITE,Website
LBL_PHONE,Phone
LBL_OTHER_PHONENUMBER,Other Phone Numbers(s)
LBL_FAX,Fax
LBL_OTHERS,Others
LBL_CATEGORY,CateGory
LBL_LANGUAGE,Language
LBL_DIVISION,Division
LBL_PROSPECT_STATUS,Prospect Status
LBL_MARKET_SEGMENT,Segment
LBL_BUSINESS_TYPE,Profile
LBL_CUSTOMER_COMPLEXITYLEVEL,Organization Complexity Level
LBL_SKILLS_REQUIRED,Skills Required
LBL_BUSINESS_COUNTRY,Business Country
LBL_QUOTATION_NAME,Quotation Name
LBL_INVOICE_TYPE,Invoice Type
LBL_KAM,KAM
LBL_GLCODE,GLCode
LBL_IC_REQUIRED,ICRequired
LBL_COMMENTS,Comments
LBL_BOOKING_COMMENTS,QC Comments
TAB_ADDRESS,Address
MSG_CANNOT_ADDSUPPLIER,Cannot add supplier
SAVE_RESULT,Save result
SAVE_OK,Organization is saved succefully!
MSG_CURRENTSUPP_NOTFOUND,Cannot find current Organization
MSG_CANNOTMAPREQUEST,Cannot map request
MSG_NAME_REQ,Organization name is required
MSG_GROUP_REQ,Group is required
MSG_INVOICE_TYPE_REQ,Invoice Type is required
MSG_BUSINESS_COUNTRY_REQ,Business Country is required
MSG_STARTDATE_REQ,StartDate is required
MSG_KAM_REQ,Kam is required
MSG_TYPE_REQ,Organization Type is required
MSG_UNKNONW_ERROR,Unknown error has occured
LBL_SAVE,Save
MSG_EMAIL_EMAIL,Email is not valid
LBL_ADDRESS_TYPE,Address Type
LBL_OFFICENAME_ADDRESS,Office Name/Address
LBL_BOXPOST,BoxPost
LBL_ZIPCODE,Zip Code
LBL_COUNTRY,Country
LBL_CITY,City
LBL_ADD,Add
LBL_SELECT,Select
LBL_CUSTOMER,Select Organization
LBL_JOBTITLE,Job Title
LBL_CUSTOMERS,Customers
LBL_REMOVE,Remove
LBL_NEWSUPP,New Supplier
LBL_SELECTSUPP,Select Supplier
LBL_OFFICETYPE,Office Type
LBL_CUSTCODE,Code
MSG_EMAIL_REQ,Email is required
MSG_CONTACT_REQ,Contact person name is required
LBL_LONGITUDE,Longitude
LBL_LATITUDE,Latitude
LBL_LOCALLANGUAGEADR,Regional Language
MSG_ADRHEAD_REQ,"Head Office is required, Only one is allowed"
MSG_COUNTRY_REQ,Country is required
MSG_REGION_REQ,Province is required
MSG_CITY_REQ,City is required
MSG_ZIPCODE_REQ,Zip Code is required
MSG_ADDRESS_REQ,Address is required
MSG_ADDRESSTYPE_REQ,Address Type is required
MSG_BOXPOST_REQ,Boxpost is required
MSG_LOCALLANG_REQ,Regional language is required
MSG_CUSTOMER_REQ,No customers are selected
MSG_CONTACTNAME_REQ,Name is required
MSG_CONTACTEMAIL_REQ,Contact email is required
MSG_CUSTOMERS_REQ,Select Organization is required
MSG_CONTACTEMAIL_EMAIL,Email is not valid
MSG_SUPPLIER_EXISTS,Cannot save customer because it exists in database
MSG_CUSTOMERSNOTSELECTED_REQ,Some customers associated to contact are not selected
LBL_ICREQ,IC Required
MSG_GL_CODE_REQ,GL Code Required
MSG_DUPLICATE_CUSTOMER_EXISTS,Duplicate Customer Name Found
MSG_DUPLICATE_GLCODE_EXISTS,Duplicate GLCode Found
MSG_DUPLICATE_EMAIL_EXISTS,Duplicate Email Found
TITLE,Customer summary
LBL_CUSTOMERNAME,Customer Name
LBL_ABBR,Abbr
LBL_GROUP_NAME,Group Name
LBL_MAIN,Main
LBL_CONTACTS,Contacts
LBL_BRAND,Brand
LBL_BUYER,Buyer
LBL_PRODUCT_CATEGORY,Product Category
